parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,GetSupervisorPosition success,timestamp,unknown
12857,12850,12850,12850,4487,265,519,265,265,508,11,265,4487,226,226,226,265,0,265,519,11,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 00:28:00,0
13849,13856,13856,13856,4971,262,538,262,262,535,3,262,4971,216,216,216,262,0,262,538,3,27,27,3,3,0,3,3,2,2,2,2,0,2023-11-29 00:30:00,1
13895,13896,13896,13896,4956,276,538,276,276,534,4,276,4956,194,194,194,276,0,276,538,4,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-29 00:32:00,0
13950,13948,13948,13948,4923,272,561,272,272,549,12,271,4923,217,217,217,271,0,271,561,12,25,25,2,2,0,2,2,2,2,2,2,0,2023-11-29 00:34:00,0
13885,13893,13893,13893,4986,252,529,252,252,526,3,253,4986,230,230,230,253,0,253,529,3,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 00:36:00,0
13340,13341,13341,13341,4773,258,514,258,258,506,8,258,4773,224,224,224,258,0,258,514,8,29,29,5,5,0,5,5,5,2,2,2,0,2023-11-29 00:38:00,0
14033,14025,14025,14025,4975,273,550,272,272,541,9,272,4975,195,195,194,272,0,272,550,9,26,26,2,2,0,2,2,2,2,2,2,1,2023-11-29 00:40:00,0
13165,13152,13152,13152,4566,265,516,265,265,512,4,265,4566,205,205,205,265,0,265,516,4,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 00:42:00,1
13033,13041,13041,13041,4566,259,509,259,259,499,10,259,4566,197,197,197,259,0,259,509,10,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-29 00:44:00,0
13989,13997,13997,13997,4938,272,541,272,272,534,7,272,4938,208,208,208,272,0,272,541,7,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 00:46:00,1
13724,13724,13724,13724,4817,264,556,265,265,548,8,265,4817,226,226,226,265,0,265,556,8,27,27,3,3,0,3,3,2,2,2,2,0,2023-11-29 00:48:00,1
12776,12764,12764,12764,4493,239,513,239,239,501,12,239,4493,215,215,215,239,0,239,513,12,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 00:50:00,0
13168,13180,13180,13180,4590,280,531,280,280,517,14,280,4590,222,222,222,282,0,280,531,14,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-29 00:52:00,7
13544,13542,13542,13542,4715,265,539,264,264,524,15,264,4715,243,243,243,264,0,264,539,15,26,26,2,2,0,2,2,2,2,2,2,0,2023-11-29 00:54:00,0
13555,13559,13559,13559,4763,256,541,257,257,536,5,257,4763,212,212,210,257,0,257,541,5,26,26,3,3,1,3,3,2,2,2,2,1,2023-11-29 00:56:00,1
12705,12691,12689,12689,4507,248,506,247,247,497,9,247,4507,217,217,217,247,0,247,506,9,28,28,4,4,0,4,4,4,2,2,2,0,2023-11-29 00:58:00,0
13863,13878,13878,13878,4924,268,551,269,269,546,5,269,4924,216,216,215,269,0,269,551,5,26,26,2,2,0,2,2,2,2,2,2,1,2023-11-29 01:00:00,0
