数据集名称,异常情况,指标名称
2566d947bc1f5aa3247dfa0cb980069c,出现异常,"(1-(node_memory_MemAvailable_bytes{hostname=~""bj1-rd-geass-prod-01""}/node_memory_MemTotal_bytes{hostname=~""bj1-rd-geass-prod-01""}))*100"
95d76c9af8fbca9b6ca0d600e37a0720,正常,"node_sockstat_TCP_inuse{hostname=~""bj1-rd-geass-prod-04""}"
b88e82a137a71abfd2f82fee1efdadcf,出现异常,"irate(node_disk_reads_completed_total{hostname=~""bj1-rd-geass-prod-04""}[2m])"
bd08ce6b65bb5fb60918d2effb3e8aba,正常,"probe_duration_seconds{hostname=~""bj2-rd-geass-prod-03""}"
0b010df184d438905e09784514eb4b23,出现异常,"irate(node_disk_reads_completed_total{hostname=~""bj1-rd-geass-prod-01""}[2m])"
590264ec9ff1daae04f70c163f790183,出现异常,"irate(node_disk_read_time_seconds_total{hostname=~""bj1-rd-geass-prod-01""}[2m])"
04ae150164bd9023cf53b814750ec364,出现异常,"irate(node_disk_write_time_seconds_total{hostname=~""bj2-rd-geass-prod-03""}[2m])"
2357c4d5d1b0c074e417bb86bb48edf5,出现异常,"irate(node_disk_written_bytes_total{hostname=~""bj1-rd-geass-prod-01""}[2m])"
0be4097b621649d7c93ab581377fcd45,正常,"node_sockstat_TCP_alloc{hostname=~""bj1-rd-geass-prod-04""}"
8ee9c805de2922911b2a33ba3b2981b5,出现异常,"irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj1-rd-geass-prod-01""}[2m])"
4dcfd6f97b2c9fdca75402e3c7453c40,出现异常,"irate(node_disk_writes_completed_total{hostname=~""bj1-rd-geass-prod-01""}[2m])"
a7760db1e274b1cec04637812a43fb56,正常,"irate(node_network_receive_bytes_total{hostname=~""bj1-rd-geass-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
79157446e7c55a84c9590120e936cf87,正常,"irate(node_disk_writes_completed_total{hostname=~""bj2-rd-geass-prod-03""}[2m])"
21940806b481c19f294286033f2363c8,正常,"1-(node_filesystem_free_bytes{hostname=~""bj1-rd-geass-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj1-rd-geass-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""})"
8b65155d96cae6d751da81aaed6caa86,正常,"irate(node_disk_read_bytes_total{hostname=~""bj2-rd-geass-prod-03""}[2m])"
cd0f35f329295d29c2412d731a160283,正常,"(1-(node_memory_MemAvailable_bytes{hostname=~""bj1-rd-geass-prod-04""}/node_memory_MemTotal_bytes{hostname=~""bj1-rd-geass-prod-04""}))*100"
c9820cd2f71ef0027ca10ab364729e4c,正常,"irate(node_disk_write_time_seconds_total{hostname=~""bj1-rd-geass-prod-04""}[2m])"
e871394e0a95766651ca590884721e4d,出现异常,"node_sockstat_TCP_tw{hostname=~""bj1-rd-geass-prod-01""}"
b6ebbca839bb7a52eb83d66992c6d2c6,出现异常,"irate(node_network_receive_bytes_total{hostname=~""bj2-rd-geass-prod-03"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
d7e6d55ba379a13d08c25d15faf2a23b,正常,timestamp
60b575327c19a5e2d24425d900f19f86,出现异常,"node_load1{hostname=~""bj1-rd-geass-prod-01""}"
ec01b0cbd6d240fef73d840df83d075c,出现异常,"1-(node_filesystem_free_bytes{hostname=~""bj1-rd-geass-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj1-rd-geass-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/data""})"
c3630721e555a9274fd52e406cab4c04,出现异常,"node_sockstat_TCP_inuse{hostname=~""bj1-rd-geass-prod-01""}"
629641a3a287ffed3b1e7c82f586e086,出现异常,"irate(node_disk_read_time_seconds_total{hostname=~""bj1-rd-geass-prod-04""}[2m])"
4bc22c03bf066c547352c0f9fc0324ae,正常,"irate(node_disk_written_bytes_total{hostname=~""bj1-rd-geass-prod-04""}[2m])"
e1b9a0045e38e7cbd1df794c7639a909,出现异常,"irate(node_disk_reads_completed_total{hostname=~""bj1-rd-geass-prod-02""}[2m])"
e0c6074d6094cea1557a5e54f7fa93a0,正常,"irate(node_disk_read_time_seconds_total{hostname=~""bj2-rd-geass-prod-03""}[2m])"
2d11670901c8378e2e98cfd4e615591c,正常,"node_load15{hostname=~""bj2-rd-geass-prod-03""}"
17f8b9e4a24ab126c24ebc1ac7299998,正常,"irate(node_disk_writes_completed_total{hostname=~""bj1-rd-geass-prod-04""}[2m])"
6f4b1da1a73ea045a5cd16e59ef0f1e4,出现异常,"node_load1{hostname=~""bj1-rd-geass-prod-02""}"
ea5448430fbe5ee2024e6a22e751503d,正常,"node_load15{hostname=~""bj1-rd-geass-prod-02""}"
d6e92c70aafc868a283cbaa039638b2c,出现异常,"probe_duration_seconds{hostname=~""bj1-rd-geass-prod-04""}"
f783a8f31a766f26288bd8064822c94c,正常,"irate(node_disk_reads_completed_total{hostname=~""bj2-rd-geass-prod-03""}[2m])"
5fc97fa23b1b50a40d8e213b5c44fc54,出现异常,"irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj1-rd-geass-prod-01""}[2m])"
d09f004cdeedc7fa8b3b32e67649288d,出现异常,"node_sockstat_TCP_tw{hostname=~""bj2-rd-geass-prod-03""}"
e8bad33e10b4c80e3633c62134b3eea3,正常,"node_load5{hostname=~""bj1-rd-geass-prod-01""}"
714b3c39e1faaccb36025a2b9e63a2fd,出现异常,"(1-(node_memory_MemAvailable_bytes{hostname=~""bj2-rd-geass-prod-03""}/node_memory_MemTotal_bytes{hostname=~""bj2-rd-geass-prod-03""}))*100"
6be173c0101dd610442c3c7107f67156,出现异常,"irate(node_disk_written_bytes_total{hostname=~""bj2-rd-geass-prod-03""}[2m])"
7122521f2d8e9a5258a92f468a56fbc6,出现异常,"node_sockstat_TCP_alloc{hostname=~""bj1-rd-geass-prod-01""}"
707662bde3960114099d0b51d82ce656,正常,"1-avg(irate(node_cpu_seconds_total{hostname=~""bj1-rd-geass-prod-04"", mode=~""idle""}[2m])) by (mode, hostname)"
93d492871176019beea4865cbbb776a9,正常,"irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj1-rd-geass-prod-04""}[2m])"
09092a3272be368a4f07e88ff36e4ce0,出现异常,"irate(node_disk_read_time_seconds_total{hostname=~""bj1-rd-geass-prod-02""}[2m])"
337663a086ba14de9097e2600ba8155f,出现异常,"1-avg(irate(node_cpu_seconds_total{hostname=~""bj2-rd-geass-prod-03"", mode=~""idle""}[2m])) by (mode, hostname)"
ea70b454e2a9cf7ff1f6a5f9172faf35,出现异常,"irate(node_network_transmit_bytes_total{hostname=~""bj1-rd-geass-prod-04"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
cda88d7a227cb056d05638489fcb6c8b,出现异常,"1-(node_filesystem_free_bytes{hostname=~""bj2-rd-geass-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj2-rd-geass-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/""})"
74dc1bd6ec953fbfa0115f8131966c0b,出现异常,"node_netstat_Tcp_CurrEstab{hostname=~""bj1-rd-geass-prod-01""}"
d65798f8eb4e5639db778ee036cfeddc,正常,"irate(node_disk_writes_completed_total{hostname=~""bj1-rd-geass-prod-02""}[2m])"
edb5d4d4836c8cc2637c84e7edc7a6d2,出现异常,"node_load5{hostname=~""bj1-rd-geass-prod-02""}"
d744369283ceeca193d869290741872b,正常,"node_load1{hostname=~""bj1-rd-geass-prod-04""}"
08f2ce6c7a88f981154e0418d9930f71,出现异常,"node_load15{hostname=~""bj1-rd-geass-prod-01""}"
3785c01c2f1575fb462b258bb1661d0d,正常,"irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj2-rd-geass-prod-03""}[2m])"
e5a00ce7b4a7a4af52538a2377276904,出现异常,"irate(node_network_transmit_bytes_total{hostname=~""bj1-rd-geass-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
37c378bc5f777855e25fc840379e148a,正常,"node_sockstat_TCP_alloc{hostname=~""bj2-rd-geass-prod-03""}"
62692def4f88de98784351899fe95895,正常,"1-(node_filesystem_free_bytes{hostname=~""bj1-rd-geass-prod-02"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj1-rd-geass-prod-02"",fstype=~""ext4|xfs"",mountpoint=""/""})"
c782fc64afe22517bc5c2a0d08f54a3b,正常,"node_load5{hostname=~""bj1-rd-geass-prod-04""}"
9e166bfa5f92c4f146348aa298c1f5d6,出现异常,"node_sockstat_TCP_inuse{hostname=~""bj2-rd-geass-prod-03""}"
eb479cb89b29dee468073c54941782f1,正常,"node_netstat_Tcp_CurrEstab{hostname=~""bj2-rd-geass-prod-03""}"
bfb428287ce622f974a6b51426276fea,正常,"irate(node_disk_write_time_seconds_total{hostname=~""bj1-rd-geass-prod-02""}[2m])"
7ef76f83fa88d25d7f14822f01a40a3b,出现异常,"irate(node_disk_written_bytes_total{hostname=~""bj1-rd-geass-prod-02""}[2m])"
995bd80f018ca0f0c3d11d63734d8c52,正常,"node_load15{hostname=~""bj1-rd-geass-prod-04""}"
2ae0e0c4af05a8bd6090df2f61f42be9,出现异常,"1-(node_filesystem_free_bytes{hostname=~""bj1-rd-geass-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj1-rd-geass-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/""})"
d35c5d3e57490f037ac7bcef96d3bbc3,正常,"node_load5{hostname=~""bj2-rd-geass-prod-03""}"
