数据集名称,异常情况,指标名称
87725a943537e52d5a5b12f8cd011a3b,出现异常,"sum(increase(geass_pay_scheduler_counter{dealer=~""huoshan|03846658|09934414|04236904|04742796|05554802|07903142|06093840|04060592|05697813|07450151|03879479|01169402|05959070|03011133|04383882|05124946|09697747|04821802"", mode=""release_pay_order""}[5m]))"
dec71c0556a28c717efef8744ffd0980,出现异常,"irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj1-rd-geass-prod-04""}[2m])"
2b7fc747d0de0fc017308d40a3f2066e,正常,"probe_duration_seconds{hostname=~""bj1-rd-geass-prod-02""}"
21940806b481c19f294286033f2363c8,正常,"1-(node_filesystem_free_bytes{hostname=~""bj1-rd-geass-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj1-rd-geass-prod-01"",fstype=~""ext4|xfs"",mountpoint=""/""})"
60c7546d1033e83a437b0d571a445954,正常,"irate(node_disk_read_bytes_total{hostname=~""bj1-rd-geass-prod-01""}[2m])"
f783a8f31a766f26288bd8064822c94c,出现异常,"irate(node_disk_reads_completed_total{hostname=~""bj2-rd-geass-prod-03""}[2m])"
629641a3a287ffed3b1e7c82f586e086,出现异常,"irate(node_disk_read_time_seconds_total{hostname=~""bj1-rd-geass-prod-04""}[2m])"
126c5bf7b4d5ae8b2637eb5cc935b025,正常,"1-avg(irate(node_cpu_seconds_total{hostname=~""bj1-rd-geass-prod-05"", mode=~""idle""}[2m])) by (mode, hostname)"
da98857481dfbe97b4f8b764072e142b,正常,"1-(node_filesystem_free_bytes{hostname=~""bj2-rd-geass-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj2-rd-geass-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/data""})"
ec8afc28e7443e4b181a5f44556c8deb,出现异常,"irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj2-rd-geass-prod-06""}[2m])"
2d11670901c8378e2e98cfd4e615591c,出现异常,"node_load15{hostname=~""bj2-rd-geass-prod-03""}"
c782fc64afe22517bc5c2a0d08f54a3b,出现异常,"node_load5{hostname=~""bj1-rd-geass-prod-04""}"
bfb428287ce622f974a6b51426276fea,出现异常,"irate(node_disk_write_time_seconds_total{hostname=~""bj1-rd-geass-prod-02""}[2m])"
4bc22c03bf066c547352c0f9fc0324ae,正常,"irate(node_disk_written_bytes_total{hostname=~""bj1-rd-geass-prod-04""}[2m])"
a55a1add0e4e4f3993f968f99f29f25f,出现异常,"sum(increase(geass_server_pay_new_order{type=""api""}[1m]))"
7122521f2d8e9a5258a92f468a56fbc6,正常,"node_sockstat_TCP_alloc{hostname=~""bj1-rd-geass-prod-01""}"
9e166bfa5f92c4f146348aa298c1f5d6,正常,"node_sockstat_TCP_inuse{hostname=~""bj2-rd-geass-prod-03""}"
7ef76f83fa88d25d7f14822f01a40a3b,正常,"irate(node_disk_written_bytes_total{hostname=~""bj1-rd-geass-prod-02""}[2m])"
e6da08b12fc911167024f85888635397,正常,"irate(node_disk_read_time_seconds_total{hostname=~""bj1-rd-geass-prod-05""}[2m])"
0b6dc0f28f41adaf5fe5a178607fc526,正常,"irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj2-rd-geass-prod-03""}[2m])"
be70724c36e0f7fe8a5c10adb66517ca,出现异常,"node_sockstat_TCP_tw{hostname=~""bj1-rd-geass-prod-05""}"
0b010df184d438905e09784514eb4b23,出现异常,"irate(node_disk_reads_completed_total{hostname=~""bj1-rd-geass-prod-01""}[2m])"
08f2ce6c7a88f981154e0418d9930f71,出现异常,"node_load15{hostname=~""bj1-rd-geass-prod-01""}"
6be173c0101dd610442c3c7107f67156,出现异常,"irate(node_disk_written_bytes_total{hostname=~""bj2-rd-geass-prod-03""}[2m])"
8b65155d96cae6d751da81aaed6caa86,出现异常,"irate(node_disk_read_bytes_total{hostname=~""bj2-rd-geass-prod-03""}[2m])"
5023aabd8f1d9063167dc296ce258c13,出现异常,"sum(increase(geass_server_pay_finish_order{dealer=~""抖音火山版|抖音短视频|内涵段子|空间变换|星图|西瓜直播|头条PGC分成|火山|快码加编|皮皮虾|火山春节活动|北京字跳_03879479|西瓜视频|火山零钱|抖音零钱|学浪平台|放心购|字节西瓜视频|星图科技""}[5m]))"
bbf8a752cec82c4ecb654fa824bf468c,出现异常,"(1-(node_memory_MemAvailable_bytes{hostname=~""bj2-rd-geass-prod-06""}/node_memory_MemTotal_bytes{hostname=~""bj2-rd-geass-prod-06""}))*100"
403e8c378ca72eb6c602638dd3a639b0,出现异常,"irate(node_network_transmit_bytes_total{hostname=~""bj2-rd-geass-prod-06"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
14f5c6ab5f12b64d8e312606940507e2,出现异常,"node_sockstat_TCP_inuse{hostname=~""bj1-rd-geass-prod-05""}"
287bcb8023c7ed2bc484613049d54610,正常,"irate(node_network_receive_bytes_total{hostname=~""bj1-rd-geass-prod-04"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
e0220facc4f818b5a7e6438101b7fec2,出现异常,"sum(increase(geass_server_pay_new_order{type=""api"", dealer=~""抖音火山版|抖音短视频|内涵段子|空间变换|星图|西瓜直播|头条PGC分成|火山|快码加编|皮皮虾|火山春节活动|北京字跳_03879479|西瓜视频|火山零钱|抖音零钱|学浪平台|放心购|字节西瓜视频|星图科技""}[5m]))"
5a12918693c5d58a541bf1066402bf08,出现异常,"sum(increase(geass_server_pay_new_order{channel=""自主结算""}[5m]))"
79157446e7c55a84c9590120e936cf87,正常,"irate(node_disk_writes_completed_total{hostname=~""bj2-rd-geass-prod-03""}[2m])"
7619eddfdb0f5d9538b1fa0fed87be03,正常,"node_load15{hostname=~""bj2-rd-geass-prod-06""}"
d744369283ceeca193d869290741872b,出现异常,"node_load1{hostname=~""bj1-rd-geass-prod-04""}"
b6ebbca839bb7a52eb83d66992c6d2c6,正常,"irate(node_network_receive_bytes_total{hostname=~""bj2-rd-geass-prod-03"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
a147140fec079b62558b430587da2c62,正常,"node_netstat_Tcp_CurrEstab{hostname=~""bj1-rd-geass-prod-05""}"
4b33d4798daa0edd9391bfa4de5f7801,正常,"node_load5{hostname=~""bj1-rd-geass-prod-05""}"
eb479cb89b29dee468073c54941782f1,正常,"node_netstat_Tcp_CurrEstab{hostname=~""bj2-rd-geass-prod-03""}"
cd0f35f329295d29c2412d731a160283,出现异常,"(1-(node_memory_MemAvailable_bytes{hostname=~""bj1-rd-geass-prod-04""}/node_memory_MemTotal_bytes{hostname=~""bj1-rd-geass-prod-04""}))*100"
e5a00ce7b4a7a4af52538a2377276904,正常,"irate(node_network_transmit_bytes_total{hostname=~""bj1-rd-geass-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
1c0719c2fea3de9ccb1bde0931dcf259,正常,"node_load5{hostname=~""bj2-rd-geass-prod-06""}"
fa510901273ae91108dca3f2c2dc28db,正常,"sum(increase(geass_pay_scheduler_counter{ mode=""fetch_order""}[2m]))/2"
18c70a32cce2189604740aef6da6fb18,正常,"sum(geass_pay_scheduler_guage{mode=""in_consume""})"
54b49290875ef3dcff1362db25bea2ff,正常,"1-(node_filesystem_free_bytes{hostname=~""bj1-rd-geass-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj1-rd-geass-prod-04"",fstype=~""ext4|xfs"",mountpoint=""/data""})"
67ba4d625da9914b2efcd25540b945d4,正常,"sum( increase(std_grpc_server_handled_total{job=""be/geass"",environment=""prod"", grpc_code=""Unknown""}[2m])) by(job,grpc_code)"
259712a29d777c4debb344afd215f71e,正常,"node_sockstat_TCP_tw{hostname=~""bj1-rd-geass-prod-02""}"
d952151274a3f2010295b79e3e9c31fa,出现异常,"irate(node_disk_write_time_seconds_total{hostname=~""bj2-rd-geass-prod-06""}[2m])"
e871394e0a95766651ca590884721e4d,正常,"node_sockstat_TCP_tw{hostname=~""bj1-rd-geass-prod-01""}"
980373aad609fadab19b9e0c25fed19f,正常,"irate(node_disk_written_bytes_total{hostname=~""bj1-rd-geass-prod-05""}[2m])"
e32bb134daaf0e882cfcdae7e8bacd39,正常,"node_load15{hostname=~""bj1-rd-geass-prod-05""}"
2fc902a36d1f596f85c6c111b64dae2f,出现异常,"1-(node_filesystem_free_bytes{hostname=~""bj1-rd-geass-prod-05"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj1-rd-geass-prod-05"",fstype=~""ext4|xfs"",mountpoint=""/data""})"
1b70562d488b283f9a3133d39338726e,正常,sum(increase(geass_server_pay_finish_order{}[1m]))
60b575327c19a5e2d24425d900f19f86,出现异常,"node_load1{hostname=~""bj1-rd-geass-prod-01""}"
fc68488a1905475a2520da45d01073a9,正常,"histogram_quantile(0.999,sum(rate(std_grpc_server_handling_seconds_bucket{job=""be/geass"",environment=""prod"", grpc_method!~""ServerReflectionInfo|Check|Watch""}[2m])) by (job,le))"
2357c4d5d1b0c074e417bb86bb48edf5,出现异常,"irate(node_disk_written_bytes_total{hostname=~""bj1-rd-geass-prod-01""}[2m])"
2725a0ac0a54552f5213943955adcac8,正常,"irate(node_disk_reads_completed_total{hostname=~""bj1-rd-geass-prod-05""}[2m])"
45fffafbdf8354333074ac78d91882a0,正常,"irate(node_netstat_Tcp_ActiveOpens{hostname=~""bj1-rd-geass-prod-02""}[2m])"
4dcfd6f97b2c9fdca75402e3c7453c40,出现异常,"irate(node_disk_writes_completed_total{hostname=~""bj1-rd-geass-prod-01""}[2m])"
6af51af442b3bb041661190a89df4b6a,出现异常,"1-(node_filesystem_free_bytes{hostname=~""bj1-rd-geass-prod-05"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj1-rd-geass-prod-05"",fstype=~""ext4|xfs"",mountpoint=""/""})"
cbd8225f22067c1ca42b84e41ec5fe5b,出现异常,"node_load1{hostname=~""bj1-rd-geass-prod-05""}"
e1b9a0045e38e7cbd1df794c7639a909,出现异常,"irate(node_disk_reads_completed_total{hostname=~""bj1-rd-geass-prod-02""}[2m])"
acf27b93296131c57669b430f9bf65e3,出现异常,"node_sockstat_TCP_alloc{hostname=~""bj1-rd-geass-prod-02""}"
ea70b454e2a9cf7ff1f6a5f9172faf35,正常,"irate(node_network_transmit_bytes_total{hostname=~""bj1-rd-geass-prod-04"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
9910f7a5de32eea563d4c762388c160d,正常,"irate(node_disk_write_time_seconds_total{hostname=~""bj1-rd-geass-prod-05""}[2m])"
d35c5d3e57490f037ac7bcef96d3bbc3,出现异常,"node_load5{hostname=~""bj2-rd-geass-prod-03""}"
c9820cd2f71ef0027ca10ab364729e4c,出现异常,"irate(node_disk_write_time_seconds_total{hostname=~""bj1-rd-geass-prod-04""}[2m])"
3f828b3e2011fb5cdc4db8c8729287fd,出现异常,"node_sockstat_TCP_inuse{hostname=~""bj1-rd-geass-prod-02""}"
3785c01c2f1575fb462b258bb1661d0d,出现异常,"irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj2-rd-geass-prod-03""}[2m])"
cda88d7a227cb056d05638489fcb6c8b,出现异常,"1-(node_filesystem_free_bytes{hostname=~""bj2-rd-geass-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj2-rd-geass-prod-03"",fstype=~""ext4|xfs"",mountpoint=""/""})"
4ff29a2b74ffd16f0bf762751c680a3e,出现异常,"(1-(node_memory_MemAvailable_bytes{hostname=~""bj1-rd-geass-prod-05""}/node_memory_MemTotal_bytes{hostname=~""bj1-rd-geass-prod-05""}))*100"
75e894fb2e7de1ee1904f2b94fe26528,出现异常,"1-sum(increase(std_grpc_server_handled_total{job=""be/geass"",biz_code=""6000"",environment=""prod"",grpc_code=~""Unknown|OK""}[2m]) or increase(std_grpc_server_handled_total{job=""be/geass"",environment=""prod"",grpc_code!~""Unknown|OK""}[2m]))/sum(increase(std_grpc_server_handled_total{job=""be/geass"",environment=""prod""}[2m])) or vector(1)"
052178fe9115549aabd45414917ffee6,正常,"sum(increase(geass_pay_scheduler_counter{mode=""push_pay_order""}[2m]))"
93d492871176019beea4865cbbb776a9,正常,"irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj1-rd-geass-prod-04""}[2m])"
09092a3272be368a4f07e88ff36e4ce0,出现异常,"irate(node_disk_read_time_seconds_total{hostname=~""bj1-rd-geass-prod-02""}[2m])"
b88e82a137a71abfd2f82fee1efdadcf,出现异常,"irate(node_disk_reads_completed_total{hostname=~""bj1-rd-geass-prod-04""}[2m])"
176d6361fabb3ebb6627d1eedf261d36,出现异常,"node_sockstat_TCP_inuse{hostname=~""bj2-rd-geass-prod-06""}"
b274ffed76f8939d088c23244b3e8c2e,出现异常,"node_sockstat_TCP_alloc{hostname=~""bj1-rd-geass-prod-05""}"
e8bad33e10b4c80e3633c62134b3eea3,出现异常,"node_load5{hostname=~""bj1-rd-geass-prod-01""}"
4407a247455b1fc752f546865532b650,正常,"irate(node_network_receive_bytes_total{hostname=~""bj1-rd-geass-prod-05"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
22908c49cf157de1ed436e7ba84508d8,出现异常,"irate(node_disk_read_bytes_total{hostname=~""bj1-rd-geass-prod-04""}[2m])"
be7bbca087cd3c0d94f4a06caac26a5b,出现异常,"1-(node_filesystem_free_bytes{hostname=~""bj1-rd-geass-prod-02"",fstype=~""ext4|xfs"",mountpoint=""/data""} / node_filesystem_size_bytes{hostname=~""bj1-rd-geass-prod-02"",fstype=~""ext4|xfs"",mountpoint=""/data""})"
e0c6074d6094cea1557a5e54f7fa93a0,出现异常,"irate(node_disk_read_time_seconds_total{hostname=~""bj2-rd-geass-prod-03""}[2m])"
d65798f8eb4e5639db778ee036cfeddc,出现异常,"irate(node_disk_writes_completed_total{hostname=~""bj1-rd-geass-prod-02""}[2m])"
37c378bc5f777855e25fc840379e148a,正常,"node_sockstat_TCP_alloc{hostname=~""bj2-rd-geass-prod-03""}"
ff70d5657b3587e190eb6a87949db874,正常,sum(increase(geass_server_pay_verify_order_total{}[1m]))
ca49987b8ed0780329ce1f9d59497f1c,出现异常,"sum(increase(geass_server_pay_new_order{dealer=~""抖音火山版|抖音短视频|内涵段子|空间变换|星图|西瓜直播|头条PGC分成|火山|快码加编|皮皮虾|火山春节活动|北京字跳_03879479|西瓜视频|火山零钱|抖音零钱|学浪平台|放心购|字节西瓜视频|星图科技""}[5m]))"
832e68801e8a778886a8ae78805508ac,出现异常,"1-(node_filesystem_free_bytes{hostname=~""bj2-rd-geass-prod-06"",fstype=~""ext4|xfs"",mountpoint=""/""} / node_filesystem_size_bytes{hostname=~""bj2-rd-geass-prod-06"",fstype=~""ext4|xfs"",mountpoint=""/""})"
721e4e83b8da48498d6ed0ad42e1f6d0,出现异常,"irate(node_network_transmit_bytes_total{hostname=~""bj2-rd-geass-prod-03"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
4bead334d8375a63c7c95755376ca9f6,出现异常,"irate(node_netstat_Tcp_PassiveOpens{hostname=~""bj1-rd-geass-prod-05""}[2m])"
a7cff7f5581e2aa7abefa1a58952ec4d,出现异常,"node_sockstat_TCP_alloc{hostname=~""bj2-rd-geass-prod-06""}"
fe8838803f0ccef1340873d3170c04ae,正常,"node_load1{hostname=~""bj2-rd-geass-prod-06""}"
a7760db1e274b1cec04637812a43fb56,正常,"irate(node_network_receive_bytes_total{hostname=~""bj1-rd-geass-prod-01"",device!~""tap.*|veth.*|br.*|docker.*|virbr*|lo*""}[5m])*8"
04ae150164bd9023cf53b814750ec364,出现异常,"irate(node_disk_write_time_seconds_total{hostname=~""bj2-rd-geass-prod-03""}[2m])"
